financial_abnormality_detection/results/best_sage_model_74.01.pt
Epoch: 010, Train Loss: 0.1287, Valid Loss: 0.1275, Train AUC: 49.45, Valid AUC: 50.66
Epoch: 340, Train Loss: 0.0629, Valid Loss: 0.0634, Train AUC: 74.35, Valid AUC: 73.26
Epoch: 350, Train Loss: 0.0628, Valid Loss: 0.0633, Train AUC: 74.40, Valid AUC: 73.31
Epoch: 360, Train Loss: 0.0628, Valid Loss: 0.0633, Train AUC: 74.44, Valid AUC: 73.35
Epoch: 370, Train Loss: 0.0628, Valid Loss: 0.0633, Train AUC: 74.47, Valid AUC: 73.38
Epoch: 380, Train Loss: 0.0628, Valid Loss: 0.0633, Train AUC: 74.49, Valid AUC: 73.41
Epoch: 390, Train Loss: 0.0628, Valid Loss: 0.0633, Train AUC: 74.53, Valid AUC: 73.44
Epoch: 400, Train Loss: 0.0628, Valid Loss: 0.0633, Train AUC: 74.55, Valid AUC: 73.46
Epoch: 410, Train Loss: 0.0627, Valid Loss: 0.0633, Train AUC: 74.58, Valid AUC: 73.49
Epoch: 420, Train Loss: 0.0627, Valid Loss: 0.0633, Train AUC: 74.61, Valid AUC: 73.53
Epoch: 430, Train Loss: 0.0627, Valid Loss: 0.0632, Train AUC: 74.63, Valid AUC: 73.55
Epoch: 440, Train Loss: 0.0627, Valid Loss: 0.0632, Train AUC: 74.66, Valid AUC: 73.57
Epoch: 450, Train Loss: 0.0627, Valid Loss: 0.0632, Train AUC: 74.69, Valid AUC: 73.60
Epoch: 460, Train Loss: 0.0627, Valid Loss: 0.0632, Train AUC: 74.69, Valid AUC: 73.60
Epoch: 470, Train Loss: 0.0627, Valid Loss: 0.0632, Train AUC: 74.71, Valid AUC: 73.64
Epoch: 480, Train Loss: 0.0627, Valid Loss: 0.0632, Train AUC: 74.74, Valid AUC: 73.66
Epoch: 490, Train Loss: 0.0627, Valid Loss: 0.0632, Train AUC: 74.76, Valid AUC: 73.68
Epoch: 500, Train Loss: 0.0627, Valid Loss: 0.0632, Train AUC: 74.77, Valid AUC: 73.68
Epoch: 510, Train Loss: 0.0627, Valid Loss: 0.0632, Train AUC: 74.79, Valid AUC: 73.71
Epoch: 520, Train Loss: 0.0627, Valid Loss: 0.0632, Train AUC: 74.80, Valid AUC: 73.71
Epoch: 530, Train Loss: 0.0626, Valid Loss: 0.0632, Train AUC: 74.82, Valid AUC: 73.74
Epoch: 540, Train Loss: 0.0626, Valid Loss: 0.0632, Train AUC: 74.83, Valid AUC: 73.75
Epoch: 550, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.85, Valid AUC: 73.77
Epoch: 560, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.86, Valid AUC: 73.77
Epoch: 570, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.87, Valid AUC: 73.78
Epoch: 580, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.88, Valid AUC: 73.79
Epoch: 590, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.90, Valid AUC: 73.81
Epoch: 600, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.89, Valid AUC: 73.81
Epoch: 610, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.91, Valid AUC: 73.83
Epoch: 620, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.92, Valid AUC: 73.83
Epoch: 630, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.94, Valid AUC: 73.85
Epoch: 640, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.93, Valid AUC: 73.85
Epoch: 650, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.97, Valid AUC: 73.88
Epoch: 660, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.96, Valid AUC: 73.88
Epoch: 670, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.96, Valid AUC: 73.88
Epoch: 680, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.98, Valid AUC: 73.89
Epoch: 690, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.98, Valid AUC: 73.89
Epoch: 700, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 75.00, Valid AUC: 73.91
Epoch: 710, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.99, Valid AUC: 73.90
Epoch: 720, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 74.98, Valid AUC: 73.90
Epoch: 730, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 75.01, Valid AUC: 73.92
Epoch: 740, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 75.01, Valid AUC: 73.92
Epoch: 750, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 75.02, Valid AUC: 73.93
Epoch: 760, Train Loss: 0.0625, Valid Loss: 0.0631, Train AUC: 75.03, Valid AUC: 73.94
Epoch: 770, Train Loss: 0.0625, Valid Loss: 0.0631, Train AUC: 75.03, Valid AUC: 73.95
Epoch: 780, Train Loss: 0.0625, Valid Loss: 0.0631, Train AUC: 75.04, Valid AUC: 73.94
Epoch: 790, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.04, Valid AUC: 73.94
Epoch: 800, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.04, Valid AUC: 73.95
Epoch: 810, Train Loss: 0.0625, Valid Loss: 0.0631, Train AUC: 75.04, Valid AUC: 73.95
Epoch: 820, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.05, Valid AUC: 73.96
Epoch: 830, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.06, Valid AUC: 73.97
Epoch: 840, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.07, Valid AUC: 73.97
Epoch: 850, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.06, Valid AUC: 73.97
Epoch: 860, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.07, Valid AUC: 73.98
Epoch: 870, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.07, Valid AUC: 73.97
Epoch: 880, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.07, Valid AUC: 73.98
Epoch: 890, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.07, Valid AUC: 73.97
Epoch: 900, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.09, Valid AUC: 73.99
Epoch: 910, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.09, Valid AUC: 74.00
Epoch: 920, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.08, Valid AUC: 73.98
Epoch: 930, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.10, Valid AUC: 74.01
Epoch: 940, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.10, Valid AUC: 74.00
Epoch: 950, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.11, Valid AUC: 74.01
Epoch: 960, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.10, Valid AUC: 74.00
Epoch: 970, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.10, Valid AUC: 74.00
Epoch: 980, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.10, Valid AUC: 74.00
Epoch: 990, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.11, Valid AUC: 74.01
Epoch: 1000, Train Loss: 0.0625, Valid Loss: 0.0630, Train AUC: 75.11, Valid AUC: 74.01



financial_abnormality_detection/results/best_sage_model_74.90.pt
Epoch: 010, Train Loss: 0.3340, Valid Loss: 0.3341, Train AUC: 61.65, Valid AUC: 61.82
Epoch: 020, Train Loss: 0.1082, Valid Loss: 0.1083, Train AUC: 59.52, Valid AUC: 59.53
Epoch: 030, Train Loss: 0.0702, Valid Loss: 0.0705, Train AUC: 64.75, Valid AUC: 64.39
Epoch: 040, Train Loss: 0.0659, Valid Loss: 0.0664, Train AUC: 68.99, Valid AUC: 68.19
Epoch: 050, Train Loss: 0.0651, Valid Loss: 0.0657, Train AUC: 70.80, Valid AUC: 69.73
Epoch: 060, Train Loss: 0.0647, Valid Loss: 0.0655, Train AUC: 71.50, Valid AUC: 70.29
Epoch: 070, Train Loss: 0.0644, Valid Loss: 0.0652, Train AUC: 71.89, Valid AUC: 70.63
Epoch: 080, Train Loss: 0.0643, Valid Loss: 0.0650, Train AUC: 72.21, Valid AUC: 70.93
Epoch: 090, Train Loss: 0.0641, Valid Loss: 0.0648, Train AUC: 72.50, Valid AUC: 71.20
Epoch 100: Learning rate adjusted to 0.0005
Epoch: 100, Train Loss: 0.0641, Valid Loss: 0.0647, Train AUC: 72.76, Valid AUC: 71.47
Epoch: 110, Train Loss: 0.0640, Valid Loss: 0.0646, Train AUC: 72.94, Valid AUC: 71.66
Epoch: 120, Train Loss: 0.0639, Valid Loss: 0.0645, Train AUC: 73.07, Valid AUC: 71.79
Epoch: 130, Train Loss: 0.0638, Valid Loss: 0.0645, Train AUC: 73.17, Valid AUC: 71.88
Epoch: 140, Train Loss: 0.0638, Valid Loss: 0.0645, Train AUC: 73.26, Valid AUC: 71.96
Epoch: 150, Train Loss: 0.0637, Valid Loss: 0.0644, Train AUC: 73.35, Valid AUC: 72.05
Epoch: 160, Train Loss: 0.0637, Valid Loss: 0.0644, Train AUC: 73.43, Valid AUC: 72.11
Epoch: 170, Train Loss: 0.0637, Valid Loss: 0.0643, Train AUC: 73.51, Valid AUC: 72.17
Epoch: 180, Train Loss: 0.0636, Valid Loss: 0.0643, Train AUC: 73.59, Valid AUC: 72.24
Epoch: 190, Train Loss: 0.0636, Valid Loss: 0.0642, Train AUC: 73.68, Valid AUC: 72.32
Epoch 200: Learning rate adjusted to 0.0005
Epoch: 200, Train Loss: 0.0635, Valid Loss: 0.0642, Train AUC: 73.75, Valid AUC: 72.37
Epoch: 210, Train Loss: 0.0635, Valid Loss: 0.0642, Train AUC: 73.82, Valid AUC: 72.43
Epoch: 220, Train Loss: 0.0635, Valid Loss: 0.0641, Train AUC: 73.88, Valid AUC: 72.48
Epoch: 230, Train Loss: 0.0634, Valid Loss: 0.0641, Train AUC: 73.96, Valid AUC: 72.54
Epoch: 240, Train Loss: 0.0634, Valid Loss: 0.0641, Train AUC: 74.02, Valid AUC: 72.58
Epoch: 250, Train Loss: 0.0633, Valid Loss: 0.0640, Train AUC: 74.08, Valid AUC: 72.64
Epoch: 260, Train Loss: 0.0633, Valid Loss: 0.0640, Train AUC: 74.13, Valid AUC: 72.67
Epoch: 270, Train Loss: 0.0633, Valid Loss: 0.0640, Train AUC: 74.18, Valid AUC: 72.70
Epoch: 280, Train Loss: 0.0632, Valid Loss: 0.0639, Train AUC: 74.22, Valid AUC: 72.74
Epoch: 290, Train Loss: 0.0632, Valid Loss: 0.0639, Train AUC: 74.30, Valid AUC: 72.82
Epoch 300: Learning rate adjusted to 0.0005
Epoch: 300, Train Loss: 0.0632, Valid Loss: 0.0639, Train AUC: 74.32, Valid AUC: 72.82
Epoch: 310, Train Loss: 0.0631, Valid Loss: 0.0639, Train AUC: 74.39, Valid AUC: 72.88
Epoch: 320, Train Loss: 0.0631, Valid Loss: 0.0638, Train AUC: 74.45, Valid AUC: 72.93
Epoch: 330, Train Loss: 0.0631, Valid Loss: 0.0638, Train AUC: 74.49, Valid AUC: 72.97
Epoch: 340, Train Loss: 0.0631, Valid Loss: 0.0638, Train AUC: 74.50, Valid AUC: 72.97
Epoch: 350, Train Loss: 0.0630, Valid Loss: 0.0638, Train AUC: 74.56, Valid AUC: 73.03
Epoch: 360, Train Loss: 0.0630, Valid Loss: 0.0637, Train AUC: 74.63, Valid AUC: 73.10
Epoch: 370, Train Loss: 0.0630, Valid Loss: 0.0637, Train AUC: 74.63, Valid AUC: 73.09
Epoch: 380, Train Loss: 0.0630, Valid Loss: 0.0637, Train AUC: 74.69, Valid AUC: 73.14
Epoch: 390, Train Loss: 0.0629, Valid Loss: 0.0636, Train AUC: 74.75, Valid AUC: 73.20
Epoch 400: Learning rate adjusted to 0.0005
Epoch: 400, Train Loss: 0.0629, Valid Loss: 0.0636, Train AUC: 74.78, Valid AUC: 73.22
Epoch: 410, Train Loss: 0.0629, Valid Loss: 0.0636, Train AUC: 74.82, Valid AUC: 73.27
Epoch: 420, Train Loss: 0.0629, Valid Loss: 0.0636, Train AUC: 74.84, Valid AUC: 73.27
Epoch: 430, Train Loss: 0.0628, Valid Loss: 0.0635, Train AUC: 74.94, Valid AUC: 73.38
Epoch: 440, Train Loss: 0.0628, Valid Loss: 0.0635, Train AUC: 74.96, Valid AUC: 73.38
Epoch: 450, Train Loss: 0.0628, Valid Loss: 0.0635, Train AUC: 74.99, Valid AUC: 73.42
Epoch: 460, Train Loss: 0.0628, Valid Loss: 0.0636, Train AUC: 74.96, Valid AUC: 73.36
Epoch: 470, Train Loss: 0.0628, Valid Loss: 0.0635, Train AUC: 75.02, Valid AUC: 73.42
Epoch: 480, Train Loss: 0.0627, Valid Loss: 0.0635, Train AUC: 75.10, Valid AUC: 73.50
Epoch: 490, Train Loss: 0.0628, Valid Loss: 0.0635, Train AUC: 75.10, Valid AUC: 73.50
Epoch 500: Learning rate adjusted to 0.0005
Epoch: 500, Train Loss: 0.0628, Valid Loss: 0.0635, Train AUC: 75.10, Valid AUC: 73.47
Epoch: 510, Train Loss: 0.0627, Valid Loss: 0.0635, Train AUC: 75.16, Valid AUC: 73.53
Epoch: 520, Train Loss: 0.0627, Valid Loss: 0.0635, Train AUC: 75.20, Valid AUC: 73.56
Epoch: 530, Train Loss: 0.0627, Valid Loss: 0.0634, Train AUC: 75.23, Valid AUC: 73.59
Epoch: 540, Train Loss: 0.0626, Valid Loss: 0.0634, Train AUC: 75.28, Valid AUC: 73.62
Epoch: 550, Train Loss: 0.0626, Valid Loss: 0.0634, Train AUC: 75.34, Valid AUC: 73.69
Epoch: 560, Train Loss: 0.0626, Valid Loss: 0.0634, Train AUC: 75.36, Valid AUC: 73.69
Epoch: 570, Train Loss: 0.0626, Valid Loss: 0.0634, Train AUC: 75.40, Valid AUC: 73.70
Epoch: 580, Train Loss: 0.0626, Valid Loss: 0.0634, Train AUC: 75.41, Valid AUC: 73.72
Epoch: 590, Train Loss: 0.0626, Valid Loss: 0.0634, Train AUC: 75.43, Valid AUC: 73.73
Epoch 600: Learning rate adjusted to 0.0005
Epoch: 600, Train Loss: 0.0626, Valid Loss: 0.0634, Train AUC: 75.44, Valid AUC: 73.74
Epoch: 610, Train Loss: 0.0625, Valid Loss: 0.0633, Train AUC: 75.56, Valid AUC: 73.85
Epoch: 620, Train Loss: 0.0625, Valid Loss: 0.0633, Train AUC: 75.60, Valid AUC: 73.91
Epoch: 630, Train Loss: 0.0625, Valid Loss: 0.0633, Train AUC: 75.60, Valid AUC: 73.87
Epoch: 640, Train Loss: 0.0626, Valid Loss: 0.0634, Train AUC: 75.56, Valid AUC: 73.84
Epoch: 650, Train Loss: 0.0625, Valid Loss: 0.0633, Train AUC: 75.62, Valid AUC: 73.90
Epoch: 660, Train Loss: 0.0624, Valid Loss: 0.0632, Train AUC: 75.72, Valid AUC: 73.99
Epoch: 670, Train Loss: 0.0624, Valid Loss: 0.0632, Train AUC: 75.71, Valid AUC: 73.98
Epoch: 680, Train Loss: 0.0624, Valid Loss: 0.0632, Train AUC: 75.76, Valid AUC: 74.04
Epoch: 690, Train Loss: 0.0624, Valid Loss: 0.0632, Train AUC: 75.81, Valid AUC: 74.07
Epoch 700: Learning rate adjusted to 0.0005
Epoch: 700, Train Loss: 0.0624, Valid Loss: 0.0632, Train AUC: 75.82, Valid AUC: 74.06
Epoch: 710, Train Loss: 0.0623, Valid Loss: 0.0632, Train AUC: 75.87, Valid AUC: 74.11
Epoch: 720, Train Loss: 0.0623, Valid Loss: 0.0631, Train AUC: 75.94, Valid AUC: 74.16
Epoch: 730, Train Loss: 0.0623, Valid Loss: 0.0632, Train AUC: 75.91, Valid AUC: 74.11
Epoch: 740, Train Loss: 0.0622, Valid Loss: 0.0631, Train AUC: 76.02, Valid AUC: 74.23
Epoch: 750, Train Loss: 0.0622, Valid Loss: 0.0631, Train AUC: 76.02, Valid AUC: 74.23
Epoch: 760, Train Loss: 0.0622, Valid Loss: 0.0631, Train AUC: 76.02, Valid AUC: 74.21
Epoch: 770, Train Loss: 0.0621, Valid Loss: 0.0630, Train AUC: 76.14, Valid AUC: 74.32
Epoch: 780, Train Loss: 0.0622, Valid Loss: 0.0632, Train AUC: 76.11, Valid AUC: 74.29
Epoch: 790, Train Loss: 0.0622, Valid Loss: 0.0631, Train AUC: 76.18, Valid AUC: 74.38
Epoch 800: Learning rate adjusted to 0.0005
Epoch: 800, Train Loss: 0.0621, Valid Loss: 0.0630, Train AUC: 76.24, Valid AUC: 74.41
Epoch: 810, Train Loss: 0.0621, Valid Loss: 0.0630, Train AUC: 76.26, Valid AUC: 74.44
Epoch: 820, Train Loss: 0.0621, Valid Loss: 0.0630, Train AUC: 76.30, Valid AUC: 74.45
Epoch: 830, Train Loss: 0.0621, Valid Loss: 0.0630, Train AUC: 76.29, Valid AUC: 74.43
Epoch: 840, Train Loss: 0.0620, Valid Loss: 0.0630, Train AUC: 76.38, Valid AUC: 74.52
Epoch: 850, Train Loss: 0.0620, Valid Loss: 0.0630, Train AUC: 76.42, Valid AUC: 74.55
Epoch: 860, Train Loss: 0.0620, Valid Loss: 0.0630, Train AUC: 76.42, Valid AUC: 74.53
Epoch: 870, Train Loss: 0.0620, Valid Loss: 0.0630, Train AUC: 76.43, Valid AUC: 74.54
Epoch: 880, Train Loss: 0.0620, Valid Loss: 0.0630, Train AUC: 76.53, Valid AUC: 74.62
Epoch: 890, Train Loss: 0.0619, Valid Loss: 0.0629, Train AUC: 76.57, Valid AUC: 74.64
Epoch 900: Learning rate adjusted to 0.0005
Epoch: 900, Train Loss: 0.0620, Valid Loss: 0.0630, Train AUC: 76.58, Valid AUC: 74.65
Epoch: 910, Train Loss: 0.0619, Valid Loss: 0.0629, Train AUC: 76.57, Valid AUC: 74.64
Epoch: 920, Train Loss: 0.0619, Valid Loss: 0.0629, Train AUC: 76.64, Valid AUC: 74.73
Epoch: 930, Train Loss: 0.0619, Valid Loss: 0.0629, Train AUC: 76.68, Valid AUC: 74.71
Epoch: 940, Train Loss: 0.0618, Valid Loss: 0.0628, Train AUC: 76.74, Valid AUC: 74.78
Epoch: 950, Train Loss: 0.0618, Valid Loss: 0.0628, Train AUC: 76.78, Valid AUC: 74.80
Epoch: 960, Train Loss: 0.0618, Valid Loss: 0.0628, Train AUC: 76.81, Valid AUC: 74.84
Epoch: 970, Train Loss: 0.0617, Valid Loss: 0.0628, Train AUC: 76.79, Valid AUC: 74.85
Epoch: 980, Train Loss: 0.0618, Valid Loss: 0.0629, Train AUC: 76.82, Valid AUC: 74.77
Epoch: 990, Train Loss: 0.0617, Valid Loss: 0.0627, Train AUC: 76.91, Valid AUC: 74.90
Epoch 1000: Learning rate adjusted to 0.0005
Epoch: 1000, Train Loss: 0.0617, Valid Loss: 0.0628, Train AUC: 76.96, Valid AUC: 74.94



financial_abnormality_detection/results/best_sage_model_4*100.pt
Epoch 100: Learning rate adjusted to 0.0005
Epoch: 100, Train Loss: 0.0641, Valid Loss: 0.0645, Train AUC: 71.52, Valid AUC: 70.64
Epoch 200: Learning rate adjusted to 0.0005
Epoch: 200, Train Loss: 0.0634, Valid Loss: 0.0638, Train AUC: 73.37, Valid AUC: 72.43
Epoch 300: Learning rate adjusted to 0.0005
Epoch: 300, Train Loss: 0.0629, Valid Loss: 0.0634, Train AUC: 74.39, Valid AUC: 73.32
Epoch 400: Learning rate adjusted to 0.0005
Epoch: 400, Train Loss: 0.0626, Valid Loss: 0.0631, Train AUC: 75.13, Valid AUC: 73.94
Epoch 500: Learning rate adjusted to 0.0005
Epoch: 500, Train Loss: 0.0623, Valid Loss: 0.0629, Train AUC: 75.79, Valid AUC: 74.46
Epoch 600: Learning rate adjusted to 0.0005
Epoch: 600, Train Loss: 0.0620, Valid Loss: 0.0627, Train AUC: 76.34, Valid AUC: 74.83
Epoch 700: Learning rate adjusted to 0.0005
Epoch: 700, Train Loss: 0.0617, Valid Loss: 0.0626, Train AUC: 76.94, Valid AUC: 75.24
Epoch 800: Learning rate adjusted to 0.0005
Epoch: 800, Train Loss: 0.0614, Valid Loss: 0.0624, Train AUC: 77.48, Valid AUC: 75.47
Epoch 900: Learning rate adjusted to 0.0005
Epoch: 900, Train Loss: 0.0611, Valid Loss: 0.0625, Train AUC: 77.95, Valid AUC: 75.46
Epoch 1000: Learning rate adjusted to 0.0005
Epoch: 1000, Train Loss: 0.0608, Valid Loss: 0.0625, Train AUC: 78.51, Valid AUC: 75.44
Epoch 1100: Learning rate adjusted to 0.0005
Epoch: 1100, Train Loss: 0.0606, Valid Loss: 0.0625, Train AUC: 78.90, Valid AUC: 75.50
Epoch 1200: Learning rate adjusted to 0.0005
Epoch: 1200, Train Loss: 0.0602, Valid Loss: 0.0625, Train AUC: 79.41, Valid AUC: 75.50
Epoch 1300: Learning rate adjusted to 0.0005
Epoch: 1300, Train Loss: 0.0601, Valid Loss: 0.0625, Train AUC: 79.73, Valid AUC: 75.45
Epoch 1400: Learning rate adjusted to 0.0005
Epoch: 1400, Train Loss: 0.0599, Valid Loss: 0.0626, Train AUC: 80.13, Valid AUC: 75.44
Epoch 1500: Learning rate adjusted to 0.0005
Epoch: 1500, Train Loss: 0.0598, Valid Loss: 0.0628, Train AUC: 80.40, Valid AUC: 75.30
Epoch 1600: Learning rate adjusted to 0.0005
Epoch: 1600, Train Loss: 0.0597, Valid Loss: 0.0628, Train AUC: 80.54, Valid AUC: 75.26
Epoch 1700: Learning rate adjusted to 0.0005
Epoch: 1700, Train Loss: 0.0595, Valid Loss: 0.0627, Train AUC: 80.74, Valid AUC: 75.31
Epoch 1800: Learning rate adjusted to 0.0005
Epoch: 1800, Train Loss: 0.0597, Valid Loss: 0.0630, Train AUC: 80.88, Valid AUC: 75.24
Epoch 1900: Learning rate adjusted to 0.0005
Epoch: 1900, Train Loss: 0.0593, Valid Loss: 0.0628, Train AUC: 81.13, Valid AUC: 75.14
Epoch 2000: Learning rate adjusted to 0.0005
Epoch: 2000, Train Loss: 0.0595, Valid Loss: 0.0631, Train AUC: 81.06, Valid AUC: 75.07
Epoch 2100: Learning rate adjusted to 0.0005
Epoch: 2100, Train Loss: 0.0595, Valid Loss: 0.0631, Train AUC: 81.04, Valid AUC: 75.05
Epoch 2200: Learning rate adjusted to 0.0005
Epoch: 2200, Train Loss: 0.0592, Valid Loss: 0.0628, Train AUC: 81.36, Valid AUC: 75.12
Epoch 2300: Learning rate adjusted to 0.0005
Epoch: 2300, Train Loss: 0.0594, Valid Loss: 0.0631, Train AUC: 81.34, Valid AUC: 75.03
Epoch 2400: Learning rate adjusted to 0.0005
Epoch: 2400, Train Loss: 0.0596, Valid Loss: 0.0633, Train AUC: 81.04, Valid AUC: 74.93
Epoch 2500: Learning rate adjusted to 0.0005
Epoch: 2500, Train Loss: 0.0597, Valid Loss: 0.0635, Train AUC: 81.04, Valid AUC: 74.97
Epoch 2600: Learning rate adjusted to 0.0005
Epoch: 2600, Train Loss: 0.0592, Valid Loss: 0.0628, Train AUC: 81.47, Valid AUC: 75.02
Epoch 2700: Learning rate adjusted to 0.0005
Epoch: 2700, Train Loss: 0.0594, Valid Loss: 0.0630, Train AUC: 81.25, Valid AUC: 74.93
Epoch 2800: Learning rate adjusted to 0.0005
Epoch: 2800, Train Loss: 0.0593, Valid Loss: 0.0629, Train AUC: 81.50, Valid AUC: 75.00
Epoch 2900: Learning rate adjusted to 0.0005
Epoch: 2900, Train Loss: 0.0595, Valid Loss: 0.0630, Train AUC: 81.40, Valid AUC: 74.95
Epoch 3000: Learning rate adjusted to 0.0005
